id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
5661,36,blue-collar,married,high.school,no,yes,yes,cellular,may,tue,174,1,1023,0,nonexistent,-1.8,97.44,-44.58,1.26,5257.17,no
5662,46,technician,married,professional.course,unknown,yes,no,telephone,nov,mon,25,1,1005,0,nonexistent,-0.1,96.64,-42.46,4.3,5408.82,no
5663,48,blue-collar,single,basic.4y,unknown,yes,no,telephone,may,wed,167,1,984,0,nonexistent,1.1,97,-34.61,4.63,5061.22,no
5664,34,housemaid,single,university.degree,no,unknown,unknown,cellular,aug,fri,123,1,3,1,success,-2.9,92.1,-31.05,0.82,4989.9,no
5665,83,retired,divorced,basic.4y,no,no,no,cellular,oct,tue,4876,1,396,3,nonexistent,-3.4,91.61,-36.84,4.69,4992.84,no
5666,39,admin.,single,high.school,no,yes,no,telephone,may,wed,778,2,1043,0,nonexistent,1.1,91.73,-35.89,5.08,5123.51,no
5667,49,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,304,1,1030,0,nonexistent,1.1,94.55,-34.76,4.7,5149.47,no
5668,41,technician,married,professional.course,no,yes,no,cellular,aug,wed,79,6,975,0,nonexistent,1.4,93.63,-34.43,4.92,5249.01,no
5669,40,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,45,0,984,0,nonexistent,1.4,97.83,-36.6,4.85,5416.31,no
5670,33,services,married,basic.6y,no,no,no,telephone,jun,thu,771,0,815,3,success,1.4,98.36,-40.76,2.34,5071.13,no
5671,37,blue-collar,married,basic.6y,no,yes,yes,cellular,mar,thu,69,1,960,0,nonexistent,-1.8,92.1,-47.55,1.61,5277.56,no
5672,43,admin.,married,high.school,no,no,no,cellular,jul,mon,3439,1,578,4,success,1.4,90.08,-47.02,4.2,5244.3,no
5673,33,services,married,high.school,no,yes,no,telephone,may,fri,1551,1,84,2,success,1.1,93.86,-39.71,4.19,5162.32,no
5674,58,retired,married,unknown,unknown,yes,no,telephone,jul,mon,2742,0,1011,2,nonexistent,1.4,92.21,-29.69,3.79,5090.51,no
5675,43,admin.,married,basic.9y,unknown,no,no,cellular,may,tue,4303,1,1002,0,success,-1.8,88.06,-49.03,3.28,5248.89,no
5676,38,technician,single,high.school,no,yes,yes,cellular,aug,tue,97,0,1018,0,nonexistent,1.4,96.8,-37.32,5.1,5416.31,no
5677,53,student,divorced,illiterate,no,unknown,no,cellular,jul,wed,127,53,1024,0,nonexistent,-3.4,96.99,-28.39,0.83,5047.6,no
5678,34,unemployed,single,high.school,no,yes,no,cellular,may,wed,1958,2,1017,0,nonexistent,-1.8,95.86,-48.46,1.23,5216.37,yes
5679,51,services,married,high.school,unknown,yes,no,telephone,jun,thu,2076,1,448,1,failure,1.4,91.38,-49.88,4.07,5301.76,no
5680,53,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,4067,3,936,0,failure,1.4,91.89,-43.66,3.89,5362.06,no
5681,37,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,17,7,964,0,nonexistent,1.4,97.92,-37.32,4.72,5050.34,no
5682,34,housemaid,single,unknown,no,no,unknown,cellular,mar,fri,19,31,955,0,nonexistent,-1.7,97.25,-37.96,0.71,4966.64,no
5683,30,technician,single,university.degree,no,no,yes,telephone,jul,wed,2569,2,57,6,nonexistent,1.4,96.35,-44.33,1.72,5287.84,no
5684,47,admin.,married,university.degree,unknown,no,no,telephone,jun,thu,2398,1,20,1,failure,1.4,93.36,-32.51,3.37,5063.9,no
5685,40,admin.,married,university.degree,no,no,no,telephone,may,thu,2680,0,496,5,success,1.1,90.01,-33.24,1.59,5049.33,no
5686,39,admin.,married,high.school,no,no,no,telephone,jun,thu,314,2,1006,0,nonexistent,1.4,98.05,-40.25,4.65,5458.13,no
5687,33,admin.,single,university.degree,no,yes,no,cellular,oct,mon,386,1,4,2,success,-1.1,95.16,-51.23,1.05,5072.79,yes
5688,69,retired,single,university.degree,no,yes,yes,cellular,mar,mon,70,21,1045,0,nonexistent,-1.8,94.79,-48.45,1.61,5175.58,no
5689,28,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,tue,38,7,1048,0,nonexistent,1.1,89.95,-36.61,4.94,4957.4,no
5690,42,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1837,1,209,4,failure,1.4,92.27,-40.56,2.29,5149.89,no
5691,23,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,207,1,962,0,nonexistent,1.4,91,-42.95,4.92,5249.01,no
5692,30,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,3268,0,619,2,success,-1.8,96.32,-51.84,3.04,5379.74,no
5693,38,housemaid,single,university.degree,no,yes,no,cellular,oct,tue,87,0,951,1,failure,-3.4,88.73,-27.06,0.71,5062.65,no
5694,53,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,143,0,676,0,success,-0.1,94.93,-26.88,3.09,5066.29,yes
5695,30,management,single,professional.course,no,yes,no,cellular,may,tue,3159,10,785,3,nonexistent,-1.8,95.4,-44.15,3.91,4969.07,no
5696,41,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1994,2,278,5,nonexistent,1.4,98.04,-37.65,2.31,5305.92,no
5697,29,admin.,single,university.degree,no,no,no,cellular,nov,thu,86,1,953,0,nonexistent,-0.1,89.19,-43.72,3.91,5336.08,no
5698,42,admin.,divorced,university.degree,no,no,no,cellular,jul,wed,1488,2,649,3,success,1.4,92.16,-45.73,2.38,5350.71,no
5699,35,services,single,professional.course,no,yes,no,cellular,may,fri,3610,0,743,6,failure,-1.8,93.88,-28.05,2.55,4805.74,no
5700,55,admin.,married,university.degree,no,yes,no,cellular,may,mon,4452,3,662,3,success,-1.8,98.5,-30.82,4.54,4979.49,no
5701,22,management,single,university.degree,no,yes,no,cellular,apr,mon,120,1,988,0,nonexistent,-1.8,89.63,-45.45,1.34,5216.37,yes
5702,42,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,182,4,1032,0,nonexistent,-1.8,92.7,-46.01,1.37,5221.47,no
5703,24,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,4112,0,150,1,success,-1.8,98.18,-39.07,4.19,4789.48,no
5704,36,technician,single,professional.course,no,no,no,telephone,jun,tue,1388,1,178,6,failure,-1.7,96.02,-51.4,1.76,4990.04,no
5705,33,blue-collar,single,university.degree,unknown,yes,no,cellular,may,mon,482,1,984,0,nonexistent,-1.8,95.12,-47.72,1.36,4961.42,no
5706,33,services,married,high.school,no,no,no,cellular,apr,wed,553,2,979,1,failure,-1.8,89.81,-47.9,1.48,5104.19,no
5707,36,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,3233,2,22,5,nonexistent,1.4,93.36,-50.37,3.7,4999.94,no
5708,37,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,mon,523,0,956,0,nonexistent,1.4,90.11,-42.05,4.85,5212.41,no
5709,43,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,3339,1,796,3,nonexistent,-1.8,93.25,-45.1,2.77,5310.68,no
5710,36,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,42,0,953,0,nonexistent,-1.8,91.31,-45.18,1.19,5201.08,no
5711,42,blue-collar,married,basic.4y,unknown,no,no,cellular,may,wed,2015,0,775,3,nonexistent,-1.8,92.76,-48.07,4.12,5131.33,no
5712,64,technician,married,unknown,no,yes,no,cellular,mar,mon,194,0,5,1,success,-1.8,95.14,-33.09,0.66,4923.55,yes
5713,35,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,395,1,962,0,nonexistent,-1.8,91.49,-46.44,1.34,5170.48,no
5714,44,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,4258,0,369,5,nonexistent,1.4,92.38,-41.36,4.58,5012.7,yes
5715,25,blue-collar,single,basic.4y,no,yes,yes,telephone,jul,wed,4374,9,697,0,success,1.4,96.25,-44.91,0.74,5263.46,no
5716,43,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2756,2,89,0,nonexistent,-1.7,90.09,-45.99,1.21,4946.42,no
5717,40,services,divorced,high.school,no,yes,no,telephone,may,mon,182,4,951,0,nonexistent,1.1,90.14,-37.3,4.98,5019.69,no
5718,42,blue-collar,divorced,university.degree,yes,no,no,telephone,aug,fri,1413,8,835,4,nonexistent,1.4,92.49,-48.42,2.47,5139.83,yes
5719,46,admin.,married,university.degree,unknown,yes,yes,cellular,apr,fri,5008,1,287,6,nonexistent,-1.8,94.08,-47.35,4.89,5031.86,no
5720,43,admin.,single,university.degree,no,no,no,cellular,aug,mon,964,3,1028,0,nonexistent,-1.7,96.75,-38.52,0.88,4781.95,no
5721,29,technician,married,professional.course,no,yes,no,cellular,aug,wed,78,1,1004,0,nonexistent,1.4,90.26,-37.32,4.77,5029.43,no
5722,39,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,284,1,11,1,success,-1.8,90.66,-47.81,1.25,5226.57,no
5723,45,management,married,university.degree,no,yes,no,cellular,aug,wed,3732,1,688,1,success,1.4,90.26,-30.32,1.58,4993.31,no
5724,47,services,married,high.school,no,yes,yes,telephone,may,fri,3268,1,616,1,nonexistent,1.1,95.9,-50.79,4.78,5415.13,no
5725,63,retired,married,university.degree,no,yes,no,cellular,aug,mon,75,1,5,2,failure,-2.9,94.41,-31.36,0.84,5050.81,no
5726,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,247,2,1029,0,nonexistent,1.1,92.49,-36.21,4.96,5102.75,no
5727,30,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,449,1,969,0,nonexistent,-1.8,88.52,-47.77,1.34,4900.23,yes
5728,76,retired,married,basic.4y,no,no,no,cellular,aug,wed,1624,1,632,6,failure,-1.7,93.78,-47.49,2.05,5157.71,yes
5729,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,3393,6,410,3,nonexistent,1.4,96.16,-48.89,4.17,4999.73,no
5730,36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,573,4,1023,1,failure,-1.8,90.93,-49.26,1.45,4981.82,yes
5731,36,self-employed,divorced,basic.4y,no,no,no,telephone,may,fri,2001,2,198,6,success,1.1,93.9,-33.42,1.73,5167.11,no
5732,45,technician,single,university.degree,no,yes,yes,cellular,nov,tue,185,3,959,1,failure,-0.1,90.31,-41.95,4.11,5346.47,no
5733,50,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,125,1,976,1,failure,-1.8,96.33,-47.72,1.28,5252.07,no
5734,37,admin.,married,university.degree,no,yes,no,cellular,may,tue,196,0,974,0,nonexistent,-1.8,93.87,-41.88,0.69,5153.95,yes
5735,35,admin.,married,high.school,no,yes,no,telephone,jun,fri,13,3,978,0,nonexistent,1.4,92.85,-41.08,4.78,5369.25,no
5736,30,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1812,0,832,4,failure,1.1,92.3,-33.59,5.11,5237.92,no
5737,25,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,wed,3566,3,370,2,nonexistent,1.4,95.03,-42.58,2.52,5041.97,no
5738,59,admin.,divorced,professional.course,no,yes,no,cellular,sep,wed,492,0,1006,1,failure,-1.1,94.95,-39.07,0.92,5167.1,yes
5739,42,services,married,basic.6y,no,no,no,cellular,jul,tue,90,2,1018,0,nonexistent,1.4,94.85,-43.98,4.76,5275.15,no
5740,30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,2039,1,1023,3,failure,1.4,92.25,-34.88,0.65,5195.85,no
5741,56,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,159,3,1014,0,nonexistent,1.1,95.87,-35.78,4.64,5040.46,no
5742,37,admin.,single,university.degree,no,no,no,cellular,sep,thu,215,0,2,4,success,-1.1,94.19,-39.33,0.92,4854.4,yes
5743,28,admin.,single,professional.course,no,no,no,cellular,apr,thu,412,3,993,0,nonexistent,-1.8,88.6,-48.7,1.3,5032.81,yes
5744,32,blue-collar,single,professional.course,no,no,yes,telephone,jul,fri,15,1,976,0,nonexistent,-1.7,89.59,-42.11,0.82,4941.68,no
5745,32,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,56,2,1024,0,nonexistent,1.4,96.43,-36.42,4.87,5238.55,no
5746,44,housemaid,single,basic.9y,no,no,no,cellular,nov,tue,2966,1,419,6,failure,-0.1,89.32,-32.79,1.1,5222.42,no
5747,53,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,thu,761,4,961,0,nonexistent,-1.8,88.51,-45.73,1.4,5201.08,no
5748,30,admin.,single,university.degree,no,no,no,telephone,jun,thu,45,0,1010,0,nonexistent,1.4,97.48,-40.62,4.98,5222.87,no
5749,24,services,single,basic.9y,no,yes,no,cellular,jul,wed,743,3,52,2,failure,1.4,90.14,-43.81,2.34,5121.18,no
5750,37,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,852,0,1045,0,nonexistent,-0.1,90.87,-41.58,4.3,5013.94,yes
5751,51,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,3288,1,591,4,failure,1.4,94.52,-33.01,1.2,4856.5,no
5752,31,student,single,high.school,no,yes,no,telephone,apr,thu,130,2,1001,0,nonexistent,-1.8,92.88,-47.52,1.41,5150.09,no
5753,43,management,married,university.degree,no,yes,no,cellular,nov,mon,184,1,960,0,nonexistent,-0.1,95.62,-43.68,4.19,5336.08,no
5754,23,blue-collar,married,high.school,no,yes,no,cellular,may,fri,52,5,1008,0,nonexistent,-1.8,96.88,-44.39,1.24,4986.91,no
5755,42,management,married,basic.9y,no,no,yes,telephone,may,mon,44,1,991,0,nonexistent,1.1,89.85,-38.14,4.97,5175.42,no
5756,26,technician,married,university.degree,no,yes,no,cellular,jul,fri,117,0,1009,0,nonexistent,1.4,90.34,-41.29,5.09,5128.76,no
5757,48,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,125,1,955,0,nonexistent,1.4,95.12,-34.69,5,5149.67,no
5758,67,self-employed,unknown,illiterate,unknown,unknown,unknown,cellular,apr,mon,70,26,1035,0,nonexistent,1.1,96.24,-37.89,4.82,5429.78,yes
5759,45,admin.,single,university.degree,unknown,yes,no,cellular,jul,thu,161,0,959,0,nonexistent,1.4,94.29,-43.93,5.1,5280.38,no
5760,35,technician,married,high.school,no,yes,no,cellular,aug,wed,606,1,1011,0,nonexistent,1.4,91.2,-35.63,5.1,5395.39,no
5761,30,admin.,single,university.degree,no,no,no,cellular,apr,mon,3023,6,875,4,nonexistent,-1.8,93.5,-31.92,1.83,5095.82,no
5762,32,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,thu,3825,1,614,2,nonexistent,-1.8,88.46,-50.96,3.77,4942.28,no
5763,32,unknown,unknown,basic.6y,unknown,no,no,cellular,mar,thu,158,34,970,0,nonexistent,1.1,92.49,-37.92,5.05,5222.14,no
5764,55,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,114,1,991,0,nonexistent,1.1,95.21,-34.94,4.73,5139.09,no
5765,24,services,married,high.school,no,no,no,cellular,may,tue,857,1,750,2,success,-1.8,95.41,-33.51,1.11,5132.53,no
5766,26,admin.,married,high.school,no,yes,yes,cellular,oct,mon,181,2,979,0,nonexistent,-3.4,92.7,-27.38,0.72,4806.76,no
5767,28,admin.,single,university.degree,no,yes,yes,cellular,may,tue,3876,1,144,5,failure,-1.8,94.28,-47.6,0.95,5076.97,no
5768,35,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,758,0,325,3,failure,-1.8,96.71,-41.15,1.06,4799.01,no
5769,39,technician,single,professional.course,no,yes,no,telephone,jun,mon,127,4,1003,0,nonexistent,1.4,89.93,-43.3,5.08,5285.6,no
5770,37,services,married,high.school,no,yes,no,telephone,may,thu,3627,0,544,3,success,1.1,90.72,-46.62,2.2,5325.13,no
5771,37,technician,married,professional.course,no,yes,no,telephone,apr,mon,502,0,1024,0,nonexistent,-1.8,90.46,-33.7,0.63,4833.39,yes
5772,22,student,divorced,basic.6y,no,yes,unknown,cellular,apr,fri,147,52,1042,0,nonexistent,-1.8,90.94,-47.03,1.32,4864.54,no
5773,23,services,married,high.school,no,yes,no,telephone,jun,mon,285,5,1026,0,nonexistent,1.4,95.31,-41.34,5.02,5045.11,no
5774,32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,809,1,953,1,failure,-1.8,89.53,-47.19,1.46,5338.75,no
5775,27,technician,married,professional.course,no,yes,no,cellular,jul,tue,257,2,1009,0,nonexistent,1.4,96.64,-42.78,4.77,5175.81,no
5776,56,technician,married,university.degree,no,yes,no,telephone,may,wed,4108,0,43,6,success,1.1,91.6,-43.94,4.17,5317.2,no
5777,56,management,married,university.degree,no,yes,yes,cellular,jun,tue,1176,1,915,1,failure,-2.9,92.99,-37.02,3.24,5294.44,no
5778,32,technician,single,professional.course,no,no,no,telephone,may,fri,726,2,980,0,nonexistent,1.1,98.22,-35.27,4.73,5024.88,no
5779,45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,45,3,965,0,nonexistent,1.1,90.23,-36.5,4.82,5170.23,no
5780,39,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,245,1,1035,1,failure,-1.8,92.14,-49.31,1.38,4859.44,no
5781,52,blue-collar,married,basic.4y,unknown,no,no,cellular,nov,tue,98,0,1024,0,nonexistent,-0.1,93.94,-41.28,4.04,5065.9,no
5782,37,technician,single,professional.course,no,yes,no,telephone,jul,mon,232,2,1028,0,nonexistent,1.4,95.32,-41.71,5.16,5484.27,no
5783,41,blue-collar,married,high.school,unknown,unknown,unknown,telephone,may,wed,638,3,1000,0,nonexistent,1.1,91.73,-36.69,4.8,5398.64,no
5784,27,admin.,married,university.degree,no,no,no,telephone,may,fri,2453,3,540,2,nonexistent,1.1,92.61,-48.39,4.81,5197.69,no
5785,39,admin.,married,high.school,no,no,no,telephone,may,tue,1597,0,541,1,nonexistent,1.1,97.67,-48.52,4.55,4819.75,no
5786,22,admin.,single,university.degree,no,yes,no,cellular,apr,wed,72,7,1012,0,nonexistent,-1.8,92.51,-47,1.47,5292.86,no
5787,39,services,married,basic.9y,no,yes,no,cellular,jul,thu,2157,0,454,4,failure,1.4,91.81,-28.33,0.74,4852.52,no
5788,30,admin.,single,high.school,no,no,no,cellular,aug,mon,1893,2,255,6,nonexistent,1.4,95.07,-42.53,2.42,5280.46,no
5789,44,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,173,2,975,0,nonexistent,1.4,93.81,-37.54,4.78,5128.76,no
5790,30,admin.,single,university.degree,no,no,no,telephone,jun,fri,161,0,23,4,success,1.4,98.04,-45.06,3.56,5140.94,no
5791,43,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,4107,5,676,5,nonexistent,1.4,97.75,-43.46,3.84,4862.61,yes
5792,27,admin.,married,high.school,no,no,no,cellular,nov,mon,113,0,4,2,failure,-3.4,88.66,-30.61,0.73,5253.32,no
5793,37,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,508,0,1025,0,nonexistent,-1.8,96.6,-45.5,1.35,4854.34,yes
5794,44,management,married,university.degree,no,yes,no,cellular,may,fri,3426,0,91,4,failure,-1.8,97.23,-28.28,1.12,5035.19,yes
5795,63,retired,married,basic.9y,unknown,unknown,no,cellular,jun,thu,106,29,999,0,nonexistent,1.1,90.7,-35.67,4.92,4983.35,no
5796,29,blue-collar,married,high.school,no,no,no,telephone,may,thu,11,1,1001,0,nonexistent,1.1,91.92,-36.61,4.67,5263.67,no
5797,39,entrepreneur,divorced,university.degree,unknown,yes,no,telephone,may,fri,287,2,1013,0,nonexistent,1.1,94.55,-34.9,4.99,5383.06,no
5798,56,management,married,university.degree,no,no,no,telephone,may,thu,784,1,979,0,nonexistent,1.1,95.68,-37.71,4.84,5315.58,no
5799,46,admin.,married,high.school,no,no,no,telephone,may,wed,279,1,992,0,nonexistent,1.1,94.27,-34.79,5.09,5450.55,no
5800,48,technician,married,professional.course,no,no,no,cellular,aug,mon,439,2,995,0,nonexistent,1.4,95.31,-37.43,4.96,5431.99,no
5801,57,technician,married,professional.course,no,yes,no,cellular,nov,fri,99,1,998,0,nonexistent,-0.1,94.97,-41.45,4.18,5351.67,no
5802,47,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,1900,1,824,0,failure,1.4,94.88,-30.78,2.56,5175.2,no
5803,45,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,2316,2,133,0,success,1.1,96.82,-33.47,4.33,4999.97,no
5804,41,technician,married,university.degree,no,yes,no,cellular,aug,thu,144,1,986,0,nonexistent,1.4,92.97,-35.99,5.08,5060.8,no
5805,47,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,279,2,691,6,failure,1.1,98.01,-39.03,3.65,4859.17,no
5806,36,self-employed,single,university.degree,no,no,yes,cellular,may,fri,99,1,1005,0,nonexistent,-1.8,97.25,-47.17,1.31,5323.46,no
5807,59,admin.,single,university.degree,no,no,no,cellular,aug,thu,1096,2,700,2,failure,1.4,90.41,-41.54,4.8,4800.69,no
5808,47,self-employed,married,basic.9y,unknown,yes,no,telephone,may,fri,190,7,1045,0,nonexistent,1.1,90.04,-36.54,5,5294.82,no
5809,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,94,2,980,0,nonexistent,-1.8,95.3,-47.26,1.39,5308.16,no
5810,29,technician,single,high.school,no,yes,no,cellular,apr,fri,605,1,1001,1,failure,-1.8,97.17,-48.56,1.41,5180.68,no
5811,62,retired,married,university.degree,no,yes,no,cellular,dec,wed,267,1,6,1,success,-3,94.84,-31.81,0.73,4993.35,yes
5812,30,unemployed,divorced,basic.6y,unknown,no,unknown,cellular,jul,mon,2540,8,612,2,failure,-3.4,97.03,-41.74,1.21,5259.54,yes
5813,49,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,146,0,961,0,nonexistent,1.4,96.52,-37.03,4.83,5133.99,no
5814,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,275,2,1029,0,nonexistent,1.1,95.49,-35.27,4.77,5289.62,no
5815,29,services,single,high.school,no,yes,no,telephone,jun,thu,1880,1,25,5,success,1.4,94.6,-30.94,1.85,5445.58,no
5816,28,admin.,single,university.degree,no,no,no,cellular,may,thu,198,0,957,0,nonexistent,-1.8,95.58,-44.21,1.29,4935.92,no
5817,28,services,single,high.school,no,yes,no,cellular,may,thu,171,2,1006,0,nonexistent,-1.8,90.38,-44.81,1.32,5073.6,no
5818,50,admin.,married,university.degree,no,yes,no,cellular,aug,thu,690,2,169,5,success,1.4,93.38,-35.73,2.18,5403.4,no
5819,51,technician,married,high.school,no,yes,no,telephone,may,wed,458,1,238,2,failure,1.1,89.58,-50.23,3.19,5079.67,no
5820,30,services,divorced,basic.9y,no,no,no,telephone,jun,fri,4408,2,50,5,nonexistent,1.4,97.83,-32.59,2.56,4983.84,no
5821,88,blue-collar,single,university.degree,no,no,yes,cellular,jul,mon,383,16,982,0,nonexistent,1.4,90.16,-44.15,5.02,5337.89,no
5822,23,management,divorced,basic.4y,unknown,yes,no,telephone,dec,fri,2030,52,636,1,failure,1.4,97.89,-28.5,1.2,5229.36,yes
5823,36,blue-collar,married,high.school,unknown,yes,no,cellular,may,thu,67,1,1023,1,failure,-1.8,95.95,-48.04,1.27,5246.97,no
5824,32,technician,married,unknown,no,yes,no,cellular,nov,tue,144,1,1,4,success,-1.1,91.63,-50.29,1.05,4750.16,no
